uid,namedLocation,date,eventID,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
0e17f5d6-16fe-4b73-a745-b25debef860e,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,19.8,270.3,"",NEON.PLA.D01.HARV.00303,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
8a51fc03-6f81-411d-a3c4-f8df9d45b996,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,25,12.8,327.1,"",NEON.PLA.D01.HARV.00005,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",Skyler Hackley,"",,20240412T025749Z,PROVISIONAL
90d9495b-ed1d-45e3-bbfb-116ad4b4f788,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00344,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
661dbae1-fc40-49e9-b960-5f2dd4e3239c,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,33,10.2,269,"",NEON.PLA.D01.HARV.00249A,"","","","",NEON.DOC.000987vC,"",ACRU,Acer rubrum L.,species,"","",,"","",llukas@battelleecology.org,gvanscoy@field-ops.org,,20240412T025749Z,PROVISIONAL
de9ea8b4-39f8-4b5e-897d-a24fe28ed33c,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,8.6,265.6,"",NEON.PLA.D01.HARV.00053,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
17187dfb-2df9-4330-a017-08a3947e52d0,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,15.1,257,"",NEON.PLA.D01.HARV.00305,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
a257a938-b748-427c-8a08-efc2a377eee4,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,43,3.2,308.2,"",NEON.PLA.D01.HARV.00415,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
caa63c93-dfd5-4364-9854-2d793a24bb2e,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,10,215.1,"",NEON.PLA.D01.HARV.00405,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
9d00b026-0ddb-4447-a862-b51154f4baa9,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00402,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
6464db5d-8e31-47f2-a348-33415a731659,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,14.2,258.2,"",NEON.PLA.D01.HARV.00327,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
db7de743-6150-4685-88c1-4c0f83e67ad4,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00195,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
4ae5c1e2-d2e4-4386-96bb-c323a2b6feea,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,20.5,206.3,"",NEON.PLA.D01.HARV.00434,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
91aa4d47-5575-429a-a2a0-b97b5b5558d1,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,43,3,274.3,"",NEON.PLA.D01.HARV.00411,"","","","",NEON.DOC.000987vC,"",ACRU,Acer rubrum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
454acd24-c643-4eba-87e0-ec7014bc85c9,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,18.8,259.9,"",NEON.PLA.D01.HARV.00929,"","","","",NEON.DOC.000987vC,"",PRSE2,Prunus serotina Ehrh.,species,"","",,cf. species,"",David Crandall,"",,20240412T025749Z,PROVISIONAL
2189d116-0d31-4484-ace7-b896aa57ffbf,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,43,9.9,327.2,"",NEON.PLA.D01.HARV.00919,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
4422de6e-9414-43ef-89ab-596ff2b437e6,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,43,7,312.5,"",NEON.PLA.D01.HARV.00428,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
1e0ef956-e286-4b28-8c67-ef92e329a532,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,12.3,262.3,"",NEON.PLA.D01.HARV.00330,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
bfa04bdc-4b63-48d7-aab8-63301b1d250c,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,17,270.2,"",NEON.PLA.D01.HARV.00319,"","","","",NEON.DOC.000987vC,"",ACRU,Acer rubrum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
34757211-aeb7-4fce-a65a-144f7c631872,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00338,"","","","",NEON.DOC.000987vC,"",ACRU,Acer rubrum L.,species,"","",,cf. genus,"",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
10793c29-d014-4703-bfa3-d217cd0d886c,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,13.1,261.1,"",NEON.PLA.D01.HARV.00329,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
198c4d8f-9137-4228-99c2-49c07d804589,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,43,4.7,289.8,"",NEON.PLA.D01.HARV.00418,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
b010ea94-4783-4b51-b4a4-58a36c44295a,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,43,2.8,320,"",NEON.PLA.D01.HARV.00407,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
3451cfc7-8895-4d89-8bd2-16d43321e070,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,23,4.9,354.5,"",NEON.PLA.D01.HARV.00902,"","","","",NEON.DOC.000987vC,"",CRATA,Crataegus sp.,genus,"","",,cf. genus,"",Skyler Hackley,"",,20240412T025749Z,PROVISIONAL
0fb6cb6f-dd60-4ccc-aceb-0e99a5bdaa77,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,16.4,211.9,"",NEON.PLA.D01.HARV.00417,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
8418830e-e8d5-4781-a28a-8831bf4ee008,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,61,18.1,264.4,"",NEON.PLA.D01.HARV.00928,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
cc81c43f-330d-42a2-930a-51ea12d87638,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,25,9.4,319.2,"",NEON.PLA.D01.HARV.00094,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",Skyler Hackley,"",,20240412T025749Z,PROVISIONAL
39c9d1cd-77ae-4844-aefb-a1f30bc3936e,HARV_036.basePlot.vst,2014-01-22,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00339,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
760567f5-5681-4ec8-9460-f989b0933e28,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00116,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
89ebf974-c96e-4e54-b391-fed986d0ae0f,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,7,280.5,"",NEON.PLA.D01.HARV.00279,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
93dc020d-c496-47cf-9c12-d686cb26c79f,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00147,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",bvierra@field-ops.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
4c4aa5f1-9c35-4c93-80af-4f39a9c4ebff,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,25.2,8.2,"",NEON.PLA.D01.HARV.00111,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
1274d112-9b5a-49c8-86a4-9f88b5d2725e,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00143,"","","","",NEON.DOC.000987vC,"",PRSE2,Prunus serotina Ehrh.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
d6f45ff2-ee08-4fd1-b5b1-bd7966a18e96,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,9.4,285.6,"",NEON.PLA.D01.HARV.00101,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
720bf9cf-68f5-477e-96aa-9147d2299f77,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00225,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
48799835-41dc-46b4-a8d9-f8a21690fdee,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00108,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
9d208162-86a0-482b-b859-64b4fc2748a8,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00228,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
6bb09f3d-cbc0-4dcf-92ff-04b03c285558,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,9,292.3,"",NEON.PLA.D01.HARV.00280,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
3bf81ca8-a472-4ea2-b2e1-be83e21a909e,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00309,"","","","",NEON.DOC.000987vC,"",LIBE3,Lindera benzoin (L.) Blume,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
2183648d-810d-47dd-8c9e-1e4d99be3042,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00135,"","","","",NEON.DOC.000987vC,"",ACRU,Acer rubrum L.,species,"","",,"","",bvierra@field-ops.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
9df45672-03df-4a7f-b697-069585b90dc6,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,6.3,305.9,"",NEON.PLA.D01.HARV.00184,"","","","",NEON.DOC.000987vC,"",CRATA,Crataegus sp.,genus,"","",,cf. genus,"",David Crandall,"",,20240412T025749Z,PROVISIONAL
f239912e-cd0b-4761-b01b-9c6bf64b2124,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,39,5.4,1.3,"",NEON.PLA.D01.HARV.00316,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
82487bd2-ff6a-4714-b884-f07c29f5e6d3,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00112,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
e316f511-48a8-4996-af01-662ab124e926,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00287,"","","","",NEON.DOC.000987vC,"",TSCA,Tsuga canadensis (L.) Carrière,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
534f9a4e-ae8d-4b2b-b14b-a2a61a9c7e4f,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,9,280.2,"",NEON.PLA.D01.HARV.00124,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
46c4e155-e9e2-4d94-9c27-787584f669dc,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00118,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
9e10ac28-0391-4a7f-923f-2747487af797,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,24.2,21.7,"",NEON.PLA.D01.HARV.06002,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
c5d51318-ec9e-4d7d-a2a0-f986c6a41ee9,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00120,"","","","",NEON.DOC.000987vC,"",BELE,Betula lenta L.,species,"","",,"","",bvierra@field-ops.org,kgodfrey@battelleecology.org,,20240412T025749Z,PROVISIONAL
417cdea2-1826-4e30-8594-112be8eac417,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,39,5.8,64.8,"",NEON.PLA.D01.HARV.00126,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
6a9685c2-e6fa-4f15-a908-f5a5963f7aa0,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,27.2,21.9,"",NEON.PLA.D01.HARV.00102,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
0db52ca6-6fde-45d9-9833-f0d7ececd95d,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,10.9,280.2,"",NEON.PLA.D01.HARV.00130,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
08fefeaf-59e4-4172-a386-aaa107eb96ca,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00310,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
14808008-1fd8-478c-92e4-4c4a9f9a3ab2,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,3.9,297,"",NEON.PLA.D01.HARV.00286A,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
987261b0-ff1f-4c49-b483-15c2144b3baa,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,23.5,4.1,"",NEON.PLA.D01.HARV.00132,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
13912959-8844-40df-b926-af5b60410ed8,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.06003,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
ef5d82da-de6e-4fb3-8f37-e793de266c5d,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,27.7,15.3,"",NEON.PLA.D01.HARV.00121,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
b081c137-c740-498b-ac67-83f0bcbcc805,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,3.5,292.8,"",NEON.PLA.D01.HARV.00271,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
08e5f61c-16b6-4d86-8cc1-c2f9e6600da5,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,6.2,317,"",NEON.PLA.D01.HARV.00292,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
57a24cbd-2b51-46b0-87ca-1e76c91f0da6,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,3.1,352.4,"",NEON.PLA.D01.HARV.00200,"","","","",NEON.DOC.000987vC,"",PRSE2,Prunus serotina Ehrh.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
c61e3bda-ed63-4fa0-8673-2d13fae1c2b4,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,20.9,7,"",NEON.PLA.D01.HARV.00141,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
0074909f-5873-4bcd-a49a-470ba93431dc,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,31.7,13.3,"",NEON.PLA.D01.HARV.00115,"","","","",NEON.DOC.000987vC,"",BEAL2,Betula alleghaniensis Britton,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
7dccd3d9-d343-4eeb-a343-578db116c7b7,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,32.4,13.6,"",NEON.PLA.D01.HARV.00302,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
a1e69b4e-dc63-4e85-b143-ca7a8f11393a,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,30.9,14.4,"",NEON.PLA.D01.HARV.00123,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
4353e710-3789-4e70-a90b-9fed9dcf565b,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,20.5,5.8,"",NEON.PLA.D01.HARV.00122,"","","","",NEON.DOC.000987vC,"",PIRU,Picea rubens Sarg.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
de3f4cfd-ffa7-4307-82b5-ae3f10341ea0,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00107,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
c5d4b9de-a984-4110-a5bc-febf77b9b09b,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00137,"","","","",NEON.DOC.000987vC,"",BELE,Betula lenta L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
2f01944f-a47e-4328-8515-d868142522d0,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,27.7,25.5,"",NEON.PLA.D01.HARV.00128,"","","","",NEON.DOC.000987vC,"",QURU,Quercus rubra L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
00702758-b7e0-4489-82e4-fb6fad005137,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00953,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",bvierra@field-ops.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
df6a78f7-0401-4135-b66a-7f1bf6a17dce,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00170,"","","","",NEON.DOC.000987vC,"",TSCA,Tsuga canadensis (L.) Carrière,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
8993fe86-b941-4aa8-9c0f-dee0bf2ef918,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00277,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
4e788095-a70f-45ac-8f36-b4fc8f2dca19,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,21.6,3.5,"",NEON.PLA.D01.HARV.00140,"","","","",NEON.DOC.000987vC,"",TSCA,Tsuga canadensis (L.) Carrière,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
5ccf54cd-1de0-4118-8e0a-680673c04a4b,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,21,20.9,10.4,"",NEON.PLA.D01.HARV.00034,"","","","",NEON.DOC.000987vC,"",BELE,Betula lenta L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
dbcf9e43-308c-4af7-a41d-92eb05690e78,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,6.7,278.1,"",NEON.PLA.D01.HARV.00285,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
5989d4d9-8fa7-4a0e-8c7e-719ca04c9df7,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00133,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",bvierra@field-ops.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
abd768bf-3f5b-44fe-a482-28d9cdf591cc,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,,,,"",NEON.PLA.D01.HARV.00931,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",kgodfrey@battelleecology.org,cgoranson@battelleecology.org,,20240412T025749Z,PROVISIONAL
46665eef-0e2e-4641-987b-b9b05e7bd249,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,39,7,16.8,"",NEON.PLA.D01.HARV.00136,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
d43ccb83-536b-46d8-968d-105a84002a73,HARV_036.basePlot.vst,2014-01-23,vst_HARV_2013,D01,HARV,HARV_036,41,3.7,349.4,"",NEON.PLA.D01.HARV.00276,"","","","",NEON.DOC.000987vC,"",ACPE,Acer pensylvanicum L.,species,"","",,"","",David Crandall,"",,20240412T025749Z,PROVISIONAL
