"plotID","pointID","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","applicableModules","versionStartDate","versionEndDate"
"HEAL_032","E6","distributed","mammalGrid",63.882935,-149.267478,"WGS84","6N",388646.748,7085948.124,NA,"GIS",670.04,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F6","distributed","mammalGrid",63.882938,-149.267275,"WGS84","6N",388656.748,7085948.124,NA,"GIS",670.38,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G6","distributed","mammalGrid",63.882941,-149.267071,"WGS84","6N",388666.748,7085948.124,NA,"GIS",670.71,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H6","distributed","mammalGrid",63.882944,-149.266868,"WGS84","6N",388676.748,7085948.124,NA,"GIS",670.87,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I6","distributed","mammalGrid",63.882947,-149.266665,"WGS84","6N",388686.748,7085948.124,NA,"GIS",670.7,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J6","distributed","mammalGrid",63.88295,-149.266461,"WGS84","6N",388696.748,7085948.124,NA,"GIS",670.54,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A7","distributed","mammalGrid",63.882832,-149.268285,"WGS84","6N",388606.748,7085938.124,NA,"GIS",668.22,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B7","distributed","mammalGrid",63.882835,-149.268081,"WGS84","6N",388616.748,7085938.124,NA,"GIS",668.69,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C7","distributed","mammalGrid",63.882838,-149.267878,"WGS84","6N",388626.748,7085938.124,NA,"GIS",669.08,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D7","distributed","mammalGrid",63.882842,-149.267675,"WGS84","6N",388636.748,7085938.124,NA,"GIS",669.47,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E7","distributed","mammalGrid",63.882845,-149.267471,"WGS84","6N",388646.748,7085938.124,NA,"GIS",669.86,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F7","distributed","mammalGrid",63.882848,-149.267268,"WGS84","6N",388656.748,7085938.124,NA,"GIS",670.25,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G7","distributed","mammalGrid",63.882851,-149.267064,"WGS84","6N",388666.748,7085938.124,NA,"GIS",670.64,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H7","distributed","mammalGrid",63.882854,-149.266861,"WGS84","6N",388676.748,7085938.124,NA,"GIS",670.84,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I7","distributed","mammalGrid",63.882858,-149.266657,"WGS84","6N",388686.748,7085938.124,NA,"GIS",670.7,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J7","distributed","mammalGrid",63.882861,-149.266454,"WGS84","6N",388696.748,7085938.124,NA,"GIS",670.56,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A8","distributed","mammalGrid",63.882742,-149.268278,"WGS84","6N",388606.748,7085928.124,NA,"GIS",667.85,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B8","distributed","mammalGrid",63.882746,-149.268074,"WGS84","6N",388616.748,7085928.124,NA,"GIS",668.34,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C8","distributed","mammalGrid",63.882749,-149.267871,"WGS84","6N",388626.748,7085928.124,NA,"GIS",668.79,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D8","distributed","mammalGrid",63.882752,-149.267667,"WGS84","6N",388636.748,7085928.124,NA,"GIS",669.23,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E8","distributed","mammalGrid",63.882755,-149.267464,"WGS84","6N",388646.748,7085928.124,NA,"GIS",669.68,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F8","distributed","mammalGrid",63.882758,-149.26726,"WGS84","6N",388656.748,7085928.124,NA,"GIS",670.12,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G8","distributed","mammalGrid",63.882762,-149.267057,"WGS84","6N",388666.748,7085928.124,NA,"GIS",670.57,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H8","distributed","mammalGrid",63.882765,-149.266854,"WGS84","6N",388676.748,7085928.124,NA,"GIS",670.81,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I8","distributed","mammalGrid",63.882768,-149.26665,"WGS84","6N",388686.748,7085928.124,NA,"GIS",670.69,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J8","distributed","mammalGrid",63.882771,-149.266447,"WGS84","6N",388696.748,7085928.124,NA,"GIS",670.58,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A9","distributed","mammalGrid",63.882653,-149.26827,"WGS84","6N",388606.748,7085918.124,NA,"GIS",667.47,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B9","distributed","mammalGrid",63.882656,-149.268067,"WGS84","6N",388616.748,7085918.124,NA,"GIS",668,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C9","distributed","mammalGrid",63.882659,-149.267864,"WGS84","6N",388626.748,7085918.124,NA,"GIS",668.5,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D9","distributed","mammalGrid",63.882662,-149.26766,"WGS84","6N",388636.748,7085918.124,NA,"GIS",669,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E9","distributed","mammalGrid",63.882666,-149.267457,"WGS84","6N",388646.748,7085918.124,NA,"GIS",669.5,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F9","distributed","mammalGrid",63.882669,-149.267253,"WGS84","6N",388656.748,7085918.124,NA,"GIS",669.99,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G9","distributed","mammalGrid",63.882672,-149.26705,"WGS84","6N",388666.748,7085918.124,NA,"GIS",670.49,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H9","distributed","mammalGrid",63.882675,-149.266846,"WGS84","6N",388676.748,7085918.124,NA,"GIS",670.78,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I9","distributed","mammalGrid",63.882678,-149.266643,"WGS84","6N",388686.748,7085918.124,NA,"GIS",670.69,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J9","distributed","mammalGrid",63.882681,-149.266439,"WGS84","6N",388696.748,7085918.124,NA,"GIS",670.6,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A10","distributed","mammalGrid",63.882563,-149.268263,"WGS84","6N",388606.748,7085908.124,NA,"GIS",667.1,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B10","distributed","mammalGrid",63.882566,-149.26806,"WGS84","6N",388616.748,7085908.124,NA,"GIS",667.66,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C10","distributed","mammalGrid",63.882569,-149.267856,"WGS84","6N",388626.748,7085908.124,NA,"GIS",668.21,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D10","distributed","mammalGrid",63.882573,-149.267653,"WGS84","6N",388636.748,7085908.124,NA,"GIS",668.76,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E10","distributed","mammalGrid",63.882576,-149.267449,"WGS84","6N",388646.748,7085908.124,NA,"GIS",669.32,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F10","distributed","mammalGrid",63.882579,-149.267246,"WGS84","6N",388656.748,7085908.124,NA,"GIS",669.87,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G10","distributed","mammalGrid",63.882582,-149.267043,"WGS84","6N",388666.748,7085908.124,NA,"GIS",670.42,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H10","distributed","mammalGrid",63.882585,-149.266839,"WGS84","6N",388676.748,7085908.124,NA,"GIS",670.75,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I10","distributed","mammalGrid",63.882589,-149.266636,"WGS84","6N",388686.748,7085908.124,NA,"GIS",670.69,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J10","distributed","mammalGrid",63.882592,-149.266432,"WGS84","6N",388696.748,7085908.124,NA,"GIS",670.62,NA,"shrubScrub","mam","20150101","20160628"
"SCBI_045","23","tower","basePlot",38.890387,-78.139428,"WGS84","17N",748105.717,4308503.107,0.17,"GeoXH 6000",363.61,0.31,"deciduousForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20200304"
"SCBI_045","31","tower","basePlot",38.890517,-78.139489,"WGS84","17N",748099.969,4308517.386,2.19,"GIS",359.24,0.21,"deciduousForest","div","20140101","20200304"
"SCBI_045","31","tower","basePlot",38.890473,-78.139548,"WGS84","17N",748094.969,4308512.386,0.19,"GeoXH 6000",359.24,0.21,"deciduousForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20200304"
"SCBI_045","39","tower","basePlot",38.890587,-78.139656,"WGS84","17N",748085.269,4308524.704,0.1,"GeoXH 6000",356.69,0.11,"deciduousForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20200226"
"SCBI_045","59","tower","basePlot",38.890741,-78.139426,"WGS84","17N",748104.659,4308542.452,0.15,"GeoXH 6000",356.41,0.18,"deciduousForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20200226"
"SCBI_045","21","tower","basePlot",38.890388,-78.139665,"WGS84","17N",748085.124,4308502.627,0.2,"GeoXH 6000",359.09,0.3,"deciduousForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20200304"
"SCBI_045","49","tower","basePlot",38.890643,-78.139554,"WGS84","17N",748093.908,4308531.177,0.41,"GeoXH 6000",358.96,0.52,"deciduousForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20200226"
"SCBI_022","31","distributed","basePlot",38.882464,-78.123266,"WGS84","17N",749535.519,4307667.729,0.18,"GeoXH 6000",502.18,0.21,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200219"
"SCBI_022","21","distributed","basePlot",38.882397,-78.123405,"WGS84","17N",749523.682,4307659.908,0.19,"GeoXH 6000",502.5,0.27,"deciduousForest","brd|cdw|cfc|dhp|hbp|vst","20140101","20200219"
"SCBI_022","25","distributed","basePlot",38.882394,-78.122943,"WGS84","17N",749563.782,4307660.948,0.13,"GeoXH 6000",513.8,0.33,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200219"
"SCBI_022","49","distributed","basePlot",38.88265,-78.123281,"WGS84","17N",749533.55,4307688.421,0.23,"GeoXH 6000",499.71,0.28,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200219"
"SCBI_022","51","distributed","basePlot",38.882647,-78.123054,"WGS84","17N",749553.227,4307688.631,0.21,"GeoXH 6000",506.19,0.32,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200219"
"SCBI_022","61","distributed","basePlot",38.882734,-78.122935,"WGS84","17N",749563.267,4307698.625,0.16,"GeoXH 6000",513.69,0.26,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200219"
"SCBI_048","43","tower","basePlot",38.892606,-78.135722,"WGS84","17N",748419.447,4308759.566,0.17,"GeoXH 6000",419.55,0.21,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20140101","20200304"
"SCBI_048","23","tower","basePlot",38.892429,-78.135932,"WGS84","17N",748401.897,4308739.274,0.17,"GeoXH 6000",416.75,0.21,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20140101","20200304"
"SERC_053","59","tower","basePlot",38.890547,-76.556088,"WGS84","18N",365044.682,4305781.32,0.18,"GeoXH 6000",6.82,0.26,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200311"
"SERC_053","39","tower","basePlot",38.890366,-76.55631,"WGS84","18N",365025.112,4305761.576,0.14,"GeoXH 6000",7.71,0.15,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200311"
"SCBI_064","25","tower","basePlot",38.891434,-78.138859,"WGS84","17N",748151.456,4308620.877,0.27,"GeoXH 6000",365.05,0.41,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20140101","20200304"
"SCBI_064","43","tower","basePlot",38.891613,-78.138845,"WGS84","17N",748151.983,4308640.769,0.28,"GeoXH 6000",360.8,0.52,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20140101","20200304"
"SCBI_064","23","tower","basePlot",38.891437,-78.139043,"WGS84","17N",748135.444,4308620.691,0.2,"GeoXH 6000",354.37,0.29,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20140101","20200304"
"GUAN_055","21","tower","basePlot",17.969506,-66.867853,"WGS84","19N",725795.96,1988108.339,0.14,"GeoXH 6000",114.2,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GUAN_055","39","tower","basePlot",17.969697,-66.867841,"WGS84","19N",725796.932,1988129.499,0.11,"GeoXH 6000",116.07,0.13,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GUAN_055","41","tower","basePlot",17.969688,-66.867651,"WGS84","19N",725817.071,1988128.792,0.1,"GeoXH 6000",114.38,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GUAN_055","43","tower","basePlot",17.969679,-66.867466,"WGS84","19N",725836.648,1988127.99,0.11,"GeoXH 6000",113.75,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GUAN_047","41","tower","basePlot",17.973183,-66.866787,"WGS84","19N",725904.188,1988516.733,0.29,"GeoXH 6000",157.65,0.34,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_047","57","tower","basePlot",17.973401,-66.86701,"WGS84","19N",725880.316,1988540.598,0.18,"GeoXH 6000",165.69,0.14,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_047","59","tower","basePlot",17.973372,-66.866789,"WGS84","19N",725903.725,1988537.619,0.18,"GeoXH 6000",161.44,0.15,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_047","61","tower","basePlot",17.97336,-66.8666,"WGS84","19N",725923.732,1988536.529,0.13,"GeoXH 6000",159.04,0.14,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_047","21","tower","basePlot",17.973001,-66.866997,"WGS84","19N",725882.154,1988496.285,0.1,"GeoXH 6000",159.55,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_047","39","tower","basePlot",17.973194,-66.866985,"WGS84","19N",725883.129,1988517.728,0.1,"GeoXH 6000",162.41,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_047","25","tower","basePlot",17.972996,-66.866615,"WGS84","19N",725922.619,1988496.207,0.11,"GeoXH 6000",152.44,0.15,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_004","25","distributed","basePlot",17.969055,-66.852479,"WGS84","19N",727425.23,1988077.23,0.18,"GeoXH 6000",133.35,0.23,"evergreenForest","bgc|cdw|cfc|dhp|hbp|sme|vst","20150101","20200720"
"GUAN_004","61","distributed","basePlot",17.969489,-66.85241,"WGS84","19N",727431.966,1988125.365,0.13,"GeoXH 6000",138.26,0.15,"evergreenForest","bgc|cdw|cfc|dhp|hbp|sme|vst","20150101","20200720"
"GUAN_004","21","distributed","basePlot",17.969074,-66.852861,"WGS84","19N",727384.725,1988078.818,0.1,"GeoXH 6000",123.89,0.1,"evergreenForest","bgc|cdw|cfc|dhp|hbp|sme|vst","20150101","20200720"
"GUAN_004","57","distributed","basePlot",17.969445,-66.85285,"WGS84","19N",727385.402,1988119.969,0.1,"GeoXH 6000",141.71,0.1,"evergreenForest","bgc|cdw|cfc|dhp|hbp|sme|vst","20150101","20200720"
"GUAN_053","21","tower","basePlot",17.971334,-66.863313,"WGS84","19N",726274.552,1988316.284,0.17,"GeoXH 6000",170.83,0.24,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","23","tower","basePlot",17.971346,-66.863122,"WGS84","19N",726294.809,1988317.801,0.1,"GeoXH 6000",170.19,0.11,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","25","tower","basePlot",17.971326,-66.862904,"WGS84","19N",726317.871,1988315.892,0.1,"GeoXH 6000",172.69,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","41","tower","basePlot",17.971527,-66.863124,"WGS84","19N",726294.336,1988337.885,0.11,"GeoXH 6000",178.15,0.13,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","43","tower","basePlot",17.971533,-66.862924,"WGS84","19N",726315.519,1988338.786,0.1,"GeoXH 6000",177.36,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","57","tower","basePlot",17.971709,-66.863307,"WGS84","19N",726274.678,1988357.759,0.11,"GeoXH 6000",177.39,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","59","tower","basePlot",17.971713,-66.863081,"WGS84","19N",726298.64,1988358.467,0.1,"GeoXH 6000",179.6,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_053","61","tower","basePlot",17.971758,-66.862877,"WGS84","19N",726320.217,1988363.76,0.1,"GeoXH 6000",177.71,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200721"
"GUAN_061","21","tower","basePlot",17.966742,-66.863931,"WGS84","19N",726214.924,1987807.213,0.1,"GeoXH 6000",97.83,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","23","tower","basePlot",17.966748,-66.86373,"WGS84","19N",726236.175,1987808.08,0.1,"GeoXH 6000",95.81,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","25","tower","basePlot",17.966728,-66.863534,"WGS84","19N",726256.999,1987806.127,0.1,"GeoXH 6000",100.75,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","39","tower","basePlot",17.966933,-66.863933,"WGS84","19N",726214.501,1987828.28,0.1,"GeoXH 6000",103.67,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","41","tower","basePlot",17.966929,-66.863728,"WGS84","19N",726236.189,1987828.177,0.11,"GeoXH 6000",101.9,0.11,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","43","tower","basePlot",17.966926,-66.86354,"WGS84","19N",726256.095,1987827.975,0.1,"GeoXH 6000",106.99,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","57","tower","basePlot",17.967117,-66.863923,"WGS84","19N",726215.316,1987848.739,0.17,"GeoXH 6000",108.72,0.22,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","59","tower","basePlot",17.967111,-66.863726,"WGS84","19N",726236.202,1987848.261,0.14,"GeoXH 6000",112.49,0.34,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_061","61","tower","basePlot",17.967123,-66.863518,"WGS84","19N",726258.252,1987849.857,0.1,"GeoXH 6000",114.5,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200728"
"GUAN_055","57","tower","basePlot",17.969874,-66.867842,"WGS84","19N",725796.618,1988149.125,0.11,"GeoXH 6000",117.19,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GUAN_055","59","tower","basePlot",17.969884,-66.867632,"WGS84","19N",725818.877,1988150.486,0.24,"GeoXH 6000",116.31,0.34,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GUAN_055","61","tower","basePlot",17.969874,-66.867442,"WGS84","19N",725838.963,1988149.641,0.17,"GeoXH 6000",115.02,0.14,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20200722"
"GRSM_005","21","distributed","basePlot",35.6812,-83.398073,"WGS84","17N",282980.466,3951239.708,0.24,"Geo 7X (H-Star)",731.89,0.73,"deciduousForest","cdw|cfc|dhp|hbp|vst","20150101","20191119"
"GRSM_005","25","distributed","basePlot",35.681202,-83.397576,"WGS84","17N",283025.399,3951238.827,0.22,"Geo 7X (H-Star)",727.03,0.24,"deciduousForest","cdw|cfc|dhp|hbp|vst","20150101","20191119"
"GRSM_005","31","distributed","basePlot",35.681302,-83.397957,"WGS84","17N",282991.224,3951250.732,0.21,"Geo 7X (H-Star)",728.77,0.29,"deciduousForest","cdw|cfc|dhp|hbp|vst","20150101","20191119"
"GRSM_005","51","distributed","basePlot",35.681477,-83.3977,"WGS84","17N",283014.928,3951269.62,0.26,"Geo 7X (H-Star)",731.48,0.36,"deciduousForest","cdw|cfc|dhp|hbp|vst","20150101","20191119"
"GRSM_005","57","distributed","basePlot",35.681577,-83.398059,"WGS84","17N",282982.681,3951281.464,0.29,"Geo 7X (H-Star)",732.84,0.59,"deciduousForest","cdw|cfc|dhp|hbp|vst","20150101","20191119"
"GRSM_005","61","distributed","basePlot",35.681559,-83.397589,"WGS84","17N",283025.189,3951278.444,0.21,"Geo 7X (H-Star)",726.59,0.22,"deciduousForest","cdw|cfc|dhp|hbp|vst","20150101","20191119"
"GRSM_051","21","tower","basePlot",35.68822,-83.507518,"WGS84","17N",273093.867,3952266.057,0.18,"GeoXH 6000",650.59,0.23,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","23","tower","basePlot",35.688236,-83.507288,"WGS84","17N",273114.715,3952267.251,0.15,"GeoXH 6000",654.24,0.17,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","25","tower","basePlot",35.688233,-83.507058,"WGS84","17N",273135.529,3952266.408,0.13,"GeoXH 6000",652.39,0.18,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","39","tower","basePlot",35.688408,-83.507521,"WGS84","17N",273094.134,3952286.919,0.15,"GeoXH 6000",651.16,0.14,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","43","tower","basePlot",35.688418,-83.507054,"WGS84","17N",273136.43,3952286.987,0.12,"GeoXH 6000",658.97,0.16,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","57","tower","basePlot",35.688594,-83.507516,"WGS84","17N",273095.04,3952307.551,0.15,"GeoXH 6000",648.92,0.18,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","59","tower","basePlot",35.688603,-83.507298,"WGS84","17N",273114.826,3952308.082,0.13,"GeoXH 6000",656.92,0.14,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_051","61","tower","basePlot",35.688602,-83.507064,"WGS84","17N",273135.971,3952307.432,0.12,"GeoXH 6000",661.19,0.14,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_052","21","tower","basePlot",35.692156,-83.500979,"WGS84","17N",273696.775,3952687.669,0.23,"GeoXH 6000",586.54,0.4,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_052","25","tower","basePlot",35.69216,-83.500584,"WGS84","17N",273732.513,3952687.18,0.2,"GeoXH 6000",593.96,0.3,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_052","39","tower","basePlot",35.692338,-83.500992,"WGS84","17N",273696.142,3952707.838,0.21,"GeoXH 6000",589.95,0.33,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_052","43","tower","basePlot",35.692339,-83.500553,"WGS84","17N",273735.873,3952706.9,0.21,"GeoXH 6000",601.87,0.32,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_052","59","tower","basePlot",35.692537,-83.500756,"WGS84","17N",273718.032,3952729.335,0.2,"GeoXH 6000",598.2,0.4,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_052","61","tower","basePlot",35.692522,-83.500541,"WGS84","17N",273737.447,3952727.18,0.17,"GeoXH 6000",605.55,0.31,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_056","43","tower","basePlot",35.687081,-83.504714,"WGS84","17N",273344.374,3952133.238,0.21,"Geo 7X (H-Star)",629.71,0.33,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"GRSM_056","61","tower","basePlot",35.687274,-83.504707,"WGS84","17N",273345.595,3952154.558,0.15,"GeoXH 6000",633.42,0.19,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20150101","20191120"
"ORNL_018","49","distributed","basePlot",35.934026,-84.277086,"WGS84","16N",745643.022,3980057.928,0.17,"GeoXH 6000",261.38,0.2,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200130"
"ORNL_018","25","distributed","basePlot",35.933751,-84.276744,"WGS84","16N",745674.783,3980028.275,0.14,"Geo 7X (H-Star)",265.64,0.14,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200130"
"ORNL_018","33","distributed","basePlot",35.933836,-84.276841,"WGS84","16N",745665.724,3980037.46,0.17,"GeoXH 6000",266.84,0.19,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200130"
"ORNL_018","51","distributed","basePlot",35.934032,-84.276869,"WGS84","16N",745662.588,3980059.203,0.19,"GeoXH 6000",262.65,0.19,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200130"
"ORNL_018","61","distributed","basePlot",35.934121,-84.27677,"WGS84","16N",745671.278,3980069.235,0.26,"GeoXH 6000",267.28,0.38,"deciduousForest","cdw|cfc|dhp|hbp|vst","20140101","20200130"
"ORNL_032","31","distributed","basePlot",35.944478,-84.326548,"WGS84","16N",741148.066,3981094.13,2.13,"GIS",260.77,0.21,"evergreenForest","div","20140101","20191107"
"ORNL_040","25","distributed","tickPlot",35.975308,-84.304861,"WGS84","16N",743010.164,3984568.633,0.2,"GeoXH 6000",277.17,0.25,"evergreenForest","tck","20140101","20200221"
"ORNL_040","61","distributed","tickPlot",35.975717,-84.30487,"WGS84","16N",743008.142,3984614.074,0.24,"GeoXH 6000",273.6,0.32,"evergreenForest","tck","20140101","20200221"
"ORNL_040","21","distributed","tickPlot",35.975349,-84.305332,"WGS84","16N",742967.566,3984572.032,0.17,"GeoXH 6000",275.16,0.19,"evergreenForest","tck","20140101","20200221"
"ORNL_040","57","distributed","tickPlot",35.975714,-84.305324,"WGS84","16N",742967.187,3984612.569,0.16,"GeoXH 6000",270.27,0.18,"evergreenForest","tck","20140101","20200221"
