plotID,pointID,plotType,subtype,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,coordinateSource,elevation,elevationUncertainty,nlcdClass,applicableModules,versionStartDate,versionEndDate
DSNY_058,33,tower,basePlot,28.126367,-81.432335,WGS84,17N,457541.203,3111276.386,0.1,GeoXH 6000,20.18,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_058,31,tower,basePlot,28.126368,-81.432535,WGS84,17N,457521.509,3111276.555,0.1,GeoXH 6000,20.16,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_059,33,tower,basePlot,28.124458,-81.434181,WGS84,17N,457359.119,3111065.546,0.1,GeoXH 6000,20.37,0.11,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_059,31,tower,basePlot,28.124462,-81.434382,WGS84,17N,457339.446,3111065.979,0.1,GeoXH 6000,20.43,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_059,51,tower,basePlot,28.124643,-81.434177,WGS84,17N,457359.622,3111085.998,0.1,GeoXH 6000,20.37,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_060,51,tower,basePlot,28.127352,-81.433263,WGS84,17N,457450.415,3111385.73,0.1,GeoXH 6000,20.14,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_060,49,tower,basePlot,28.127354,-81.433467,WGS84,17N,457430.433,3111386.025,0.1,GeoXH 6000,20.19,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_060,33,tower,basePlot,28.127172,-81.433273,WGS84,17N,457449.369,3111365.814,0.1,GeoXH 6000,19.99,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_060,31,tower,basePlot,28.127176,-81.433474,WGS84,17N,457429.68,3111366.387,0.1,GeoXH 6000,20.06,0.1,pastureHay,bbc|cdw|cfc|dhp|hbp|ltr|vst,20120101,20230602
DSNY_061,41,tower,basePlot,28.128063,-81.433054,WGS84,17N,457471.287,3111464.44,0.1,GeoXH 6000,20.39,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20130101,20230207
DSNY_061,49,tower,basePlot,28.12815,-81.433154,WGS84,17N,457461.497,3111474.169,0.1,GeoXH 6000,20.29,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20130101,20230207
DSNY_061,51,tower,basePlot,28.128151,-81.432952,WGS84,17N,457481.281,3111474.213,0.1,GeoXH 6000,20.07,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20130101,20230207
DSNY_063,51,tower,basePlot,28.126806,-81.434165,WGS84,17N,457361.636,3111325.617,0.1,GeoXH 6000,19.77,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_063,49,tower,basePlot,28.126818,-81.434369,WGS84,17N,457341.639,3111327.011,0.1,GeoXH 6000,19.76,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_063,41,tower,basePlot,28.126727,-81.434274,WGS84,17N,457350.906,3111316.86,0.1,GeoXH 6000,19.9,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_063,33,tower,basePlot,28.126628,-81.434176,WGS84,17N,457360.458,3111305.907,0.1,GeoXH 6000,19.97,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_063,31,tower,basePlot,28.126636,-81.434382,WGS84,17N,457340.31,3111306.826,0.1,GeoXH 6000,19.93,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_064,49,tower,basePlot,28.1241,-81.434677,WGS84,17N,457310.3,3111025.98,0.1,GeoXH 6000,20.44,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_064,33,tower,basePlot,28.123917,-81.434483,WGS84,17N,457329.322,3111005.647,0.1,GeoXH 6000,20.28,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_064,31,tower,basePlot,28.123924,-81.434679,WGS84,17N,457309.98,3111006.485,0.1,GeoXH 6000,20.33,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_065,51,tower,basePlot,28.127089,-81.432047,WGS84,17N,457569.799,3111356.223,0.1,GeoXH 6000,19.92,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_065,49,tower,basePlot,28.127081,-81.432244,WGS84,17N,457550.398,3111355.439,0.1,GeoXH 6000,19.79,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_065,33,tower,basePlot,28.126912,-81.432036,WGS84,17N,457570.733,3111336.564,0.1,GeoXH 6000,19.9,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20120101,20230602
DSNY_066,49,tower,basePlot,28.128416,-81.434996,WGS84,17N,457280.649,3111504.229,0.1,GeoXH 6000,20.35,0.1,pastureHay,bbc|cdw|cfc|dhp|ltr|vst,20130101,20230207
GRSM_005,21,distributed,basePlot,35.6812,-83.398073,WGS84,17N,282980.466,3951239.708,0.24,Geo 7X (H-Star),731.89,0.73,deciduousForest,cdw|cfc|dhp|hbp|vst,20150101,20191119
GRSM_005,25,distributed,basePlot,35.681202,-83.397576,WGS84,17N,283025.399,3951238.827,0.22,Geo 7X (H-Star),727.03,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,20150101,20191119
GRSM_005,31,distributed,basePlot,35.681302,-83.397957,WGS84,17N,282991.224,3951250.732,0.21,Geo 7X (H-Star),728.77,0.29,deciduousForest,cdw|cfc|dhp|hbp|vst,20150101,20191119
GRSM_005,51,distributed,basePlot,35.681477,-83.3977,WGS84,17N,283014.928,3951269.62,0.26,Geo 7X (H-Star),731.48,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,20150101,20191119
GRSM_005,57,distributed,basePlot,35.681577,-83.398059,WGS84,17N,282982.681,3951281.464,0.29,Geo 7X (H-Star),732.84,0.59,deciduousForest,cdw|cfc|dhp|hbp|vst,20150101,20191119
GRSM_005,61,distributed,basePlot,35.681559,-83.397589,WGS84,17N,283025.189,3951278.444,0.21,Geo 7X (H-Star),726.59,0.22,deciduousForest,cdw|cfc|dhp|hbp|vst,20150101,20191119
GRSM_005,31.1.1,distributed,basePlot,35.681306,-83.397951,WGS84,17N,282991.724,3951251.232,0.46,GIS,728.77,0.29,deciduousForest,div,20150101,20191119
GRSM_005,31.1.10,distributed,basePlot,35.681316,-83.39794,WGS84,17N,282992.805,3951252.313,1.21,GIS,728.77,0.29,deciduousForest,div,20150101,20191119
GRSM_005,31,distributed,basePlot,35.681348,-83.397903,WGS84,17N,282996.224,3951255.732,2.21,GIS,728.77,0.29,deciduousForest,div,20150101,20191119
GRSM_005,41.4.1,distributed,basePlot,35.681472,-83.397705,WGS84,17N,283014.428,3951269.12,0.51,GIS,731.48,0.36,deciduousForest,div,20150101,20191119
GRSM_005,41.4.10,distributed,basePlot,35.681462,-83.397717,WGS84,17N,283013.347,3951268.039,1.26,GIS,731.48,0.36,deciduousForest,div,20150101,20191119
GRSM_029,31.1.1,distributed,basePlot,35.592456,-83.472104,WGS84,17N,276031.802,3941560.608,0.5,GIS,1781.99,0.39,evergreenForest,div,20150101,20191120
GRSM_029,31.1.10,distributed,basePlot,35.592466,-83.472093,WGS84,17N,276032.883,3941561.689,1.25,GIS,1781.99,0.39,evergreenForest,div,20150101,20191120
GRSM_029,31,distributed,basePlot,35.592498,-83.472056,WGS84,17N,276036.302,3941565.108,2.25,GIS,1781.99,0.39,evergreenForest,div,20150101,20191120
GRSM_051,21,tower,basePlot,35.68822,-83.507518,WGS84,17N,273093.867,3952266.057,0.18,GeoXH 6000,650.59,0.23,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,23,tower,basePlot,35.688236,-83.507288,WGS84,17N,273114.715,3952267.251,0.15,GeoXH 6000,654.24,0.17,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,25,tower,basePlot,35.688233,-83.507058,WGS84,17N,273135.529,3952266.408,0.13,GeoXH 6000,652.39,0.18,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,39,tower,basePlot,35.688408,-83.507521,WGS84,17N,273094.134,3952286.919,0.15,GeoXH 6000,651.16,0.14,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,43,tower,basePlot,35.688418,-83.507054,WGS84,17N,273136.43,3952286.987,0.12,GeoXH 6000,658.97,0.16,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,57,tower,basePlot,35.688594,-83.507516,WGS84,17N,273095.04,3952307.551,0.15,GeoXH 6000,648.92,0.18,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,59,tower,basePlot,35.688603,-83.507298,WGS84,17N,273114.826,3952308.082,0.13,GeoXH 6000,656.92,0.14,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_051,61,tower,basePlot,35.688602,-83.507064,WGS84,17N,273135.971,3952307.432,0.12,GeoXH 6000,661.19,0.14,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_052,21,tower,basePlot,35.692156,-83.500979,WGS84,17N,273696.775,3952687.669,0.23,GeoXH 6000,586.54,0.4,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_052,25,tower,basePlot,35.69216,-83.500584,WGS84,17N,273732.513,3952687.18,0.2,GeoXH 6000,593.96,0.3,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_052,39,tower,basePlot,35.692338,-83.500992,WGS84,17N,273696.142,3952707.838,0.21,GeoXH 6000,589.95,0.33,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_052,43,tower,basePlot,35.692339,-83.500553,WGS84,17N,273735.873,3952706.9,0.21,GeoXH 6000,601.87,0.32,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_052,59,tower,basePlot,35.692537,-83.500756,WGS84,17N,273718.032,3952729.335,0.2,GeoXH 6000,598.2,0.4,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_052,61,tower,basePlot,35.692522,-83.500541,WGS84,17N,273737.447,3952727.18,0.17,GeoXH 6000,605.55,0.31,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_056,43,tower,basePlot,35.687081,-83.504714,WGS84,17N,273344.374,3952133.238,0.21,Geo 7X (H-Star),629.71,0.33,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_056,61,tower,basePlot,35.687274,-83.504707,WGS84,17N,273345.595,3952154.558,0.15,GeoXH 6000,633.42,0.19,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191120
GRSM_062,21,tower,basePlot,35.693153,-83.503062,WGS84,17N,273511.109,3952803.078,0.1,GeoXH 6000,570.86,0.11,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,23,tower,basePlot,35.693157,-83.502834,WGS84,17N,273531.711,3952802.962,0.11,GeoXH 6000,573.4,0.14,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,25,tower,basePlot,35.693152,-83.502617,WGS84,17N,273551.389,3952801.925,0.11,GeoXH 6000,572.82,0.11,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,39,tower,basePlot,35.693328,-83.503072,WGS84,17N,273510.726,3952822.513,0.11,GeoXH 6000,578.58,0.13,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,43,tower,basePlot,35.693342,-83.502615,WGS84,17N,273552.07,3952822.948,0.11,GeoXH 6000,582.26,0.18,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,57,tower,basePlot,35.693526,-83.503077,WGS84,17N,273510.76,3952844.402,0.11,GeoXH 6000,583.07,0.14,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,59,tower,basePlot,35.693543,-83.502848,WGS84,17N,273531.609,3952845.831,0.11,GeoXH 6000,586.58,0.13,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GRSM_062,61,tower,basePlot,35.693523,-83.502613,WGS84,17N,273552.801,3952843.091,0.1,GeoXH 6000,591.33,0.11,deciduousForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20191119
GUAN_004,25,distributed,basePlot,17.969055,-66.852479,WGS84,19N,727425.23,1988077.23,0.18,GeoXH 6000,133.35,0.23,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,20150101,20200720
GUAN_004,61,distributed,basePlot,17.969489,-66.85241,WGS84,19N,727431.966,1988125.365,0.13,GeoXH 6000,138.26,0.15,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,20150101,20200720
GUAN_004,21,distributed,basePlot,17.969074,-66.852861,WGS84,19N,727384.725,1988078.818,0.1,GeoXH 6000,123.89,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,20150101,20200720
GUAN_004,57,distributed,basePlot,17.969445,-66.85285,WGS84,19N,727385.402,1988119.969,0.1,GeoXH 6000,141.71,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,20150101,20200720
GUAN_047,41,tower,basePlot,17.973183,-66.866787,WGS84,19N,725904.188,1988516.733,0.29,GeoXH 6000,157.65,0.34,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_047,57,tower,basePlot,17.973401,-66.86701,WGS84,19N,725880.316,1988540.598,0.18,GeoXH 6000,165.69,0.14,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_047,59,tower,basePlot,17.973372,-66.866789,WGS84,19N,725903.725,1988537.619,0.18,GeoXH 6000,161.44,0.15,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_047,61,tower,basePlot,17.97336,-66.8666,WGS84,19N,725923.732,1988536.529,0.13,GeoXH 6000,159.04,0.14,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_047,21,tower,basePlot,17.973001,-66.866997,WGS84,19N,725882.154,1988496.285,0.1,GeoXH 6000,159.55,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_047,39,tower,basePlot,17.973194,-66.866985,WGS84,19N,725883.129,1988517.728,0.1,GeoXH 6000,162.41,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_047,25,tower,basePlot,17.972996,-66.866615,WGS84,19N,725922.619,1988496.207,0.11,GeoXH 6000,152.44,0.15,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,21,tower,basePlot,17.971334,-66.863313,WGS84,19N,726274.552,1988316.284,0.17,GeoXH 6000,170.83,0.24,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,23,tower,basePlot,17.971346,-66.863122,WGS84,19N,726294.809,1988317.801,0.1,GeoXH 6000,170.19,0.11,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,25,tower,basePlot,17.971326,-66.862904,WGS84,19N,726317.871,1988315.892,0.1,GeoXH 6000,172.69,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,41,tower,basePlot,17.971527,-66.863124,WGS84,19N,726294.336,1988337.885,0.11,GeoXH 6000,178.15,0.13,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,43,tower,basePlot,17.971533,-66.862924,WGS84,19N,726315.519,1988338.786,0.1,GeoXH 6000,177.36,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,57,tower,basePlot,17.971709,-66.863307,WGS84,19N,726274.678,1988357.759,0.11,GeoXH 6000,177.39,0.12,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,59,tower,basePlot,17.971713,-66.863081,WGS84,19N,726298.64,1988358.467,0.1,GeoXH 6000,179.6,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_053,61,tower,basePlot,17.971758,-66.862877,WGS84,19N,726320.217,1988363.76,0.1,GeoXH 6000,177.71,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200721
GUAN_055,21,tower,basePlot,17.969506,-66.867853,WGS84,19N,725795.96,1988108.339,0.14,GeoXH 6000,114.2,0.12,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_055,39,tower,basePlot,17.969697,-66.867841,WGS84,19N,725796.932,1988129.499,0.11,GeoXH 6000,116.07,0.13,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_055,41,tower,basePlot,17.969688,-66.867651,WGS84,19N,725817.071,1988128.792,0.1,GeoXH 6000,114.38,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_055,43,tower,basePlot,17.969679,-66.867466,WGS84,19N,725836.648,1988127.99,0.11,GeoXH 6000,113.75,0.12,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_055,57,tower,basePlot,17.969874,-66.867842,WGS84,19N,725796.618,1988149.125,0.11,GeoXH 6000,117.19,0.12,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_055,59,tower,basePlot,17.969884,-66.867632,WGS84,19N,725818.877,1988150.486,0.24,GeoXH 6000,116.31,0.34,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_055,61,tower,basePlot,17.969874,-66.867442,WGS84,19N,725838.963,1988149.641,0.17,GeoXH 6000,115.02,0.14,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200722
GUAN_061,21,tower,basePlot,17.966742,-66.863931,WGS84,19N,726214.924,1987807.213,0.1,GeoXH 6000,97.83,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,23,tower,basePlot,17.966748,-66.86373,WGS84,19N,726236.175,1987808.08,0.1,GeoXH 6000,95.81,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,25,tower,basePlot,17.966728,-66.863534,WGS84,19N,726256.999,1987806.127,0.1,GeoXH 6000,100.75,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,39,tower,basePlot,17.966933,-66.863933,WGS84,19N,726214.501,1987828.28,0.1,GeoXH 6000,103.67,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,41,tower,basePlot,17.966929,-66.863728,WGS84,19N,726236.189,1987828.177,0.11,GeoXH 6000,101.9,0.11,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,43,tower,basePlot,17.966926,-66.86354,WGS84,19N,726256.095,1987827.975,0.1,GeoXH 6000,106.99,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,57,tower,basePlot,17.967117,-66.863923,WGS84,19N,726215.316,1987848.739,0.17,GeoXH 6000,108.72,0.22,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,59,tower,basePlot,17.967111,-66.863726,WGS84,19N,726236.202,1987848.261,0.14,GeoXH 6000,112.49,0.34,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
GUAN_061,61,tower,basePlot,17.967123,-66.863518,WGS84,19N,726258.252,1987849.857,0.1,GeoXH 6000,114.5,0.1,evergreenForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20150101,20200728
HARV_033,43,tower,basePlot,42.538276,-72.175402,WGS84,18N,731952.906,4713410.364,0.18,GeoXH 6000,355.79,0.22,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,20130101,20201103
HARV_038,21,tower,basePlot,42.537126,-72.178132,WGS84,18N,731732.991,4713275.136,0.14,GeoXH 6000,366.8,0.21,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_038,57,tower,basePlot,42.537493,-72.178105,WGS84,18N,731733.834,4713315.992,0.3,GeoXH 6000,365.75,0.55,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_038,59,tower,basePlot,42.537468,-72.17786,WGS84,18N,731753.993,4713313.895,0.13,GeoXH 6000,364.17,0.24,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_038,61,tower,basePlot,42.537479,-72.177617,WGS84,18N,731773.977,4713315.741,0.2,GeoXH 6000,366.44,0.35,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_038,43,tower,basePlot,42.537301,-72.177633,WGS84,18N,731773.306,4713295.943,0.16,GeoXH 6000,363.66,0.26,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_038,25,tower,basePlot,42.537137,-72.17762,WGS84,18N,731774.985,4713277.82,0.14,GeoXH 6000,369,0.2,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_038,23,tower,basePlot,42.537121,-72.177871,WGS84,18N,731754.373,4713275.352,0.14,GeoXH 6000,363.95,0.24,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_052,59,tower,basePlot,42.542309,-72.176591,WGS84,18N,731840.36,4713854.982,0.13,GeoXH 6000,354.45,0.15,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_052,61,tower,basePlot,42.542315,-72.176323,WGS84,18N,731862.28,4713856.353,0.14,GeoXH 6000,352.92,0.21,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HARV_052,43,tower,basePlot,42.542126,-72.176306,WGS84,18N,731864.417,4713835.447,0.22,GeoXH 6000,355.2,0.27,mixedForest,bbc|cdw|cfc|dhp|hbp|ltr|vst,20130101,20201101
HEAL_032,E5,distributed,mammalGrid,63.883024,-149.267486,WGS84,6N,388646.748,7085958.124,0.1,Geo 7X (H-Star),662.26,0.1,shrubScrub,mam,20150101,20160628
HEAL_032,A1,distributed,mammalGrid,63.88337,-149.268328,WGS84,6N,388606.748,7085998.124,NA,GIS,669.59,NA,shrubScrub,mam,20150101,20160628
HEAL_032,B1,distributed,mammalGrid,63.883373,-149.268125,WGS84,6N,388616.748,7085998.124,NA,GIS,669.85,NA,shrubScrub,mam,20150101,20160628
HEAL_032,C1,distributed,mammalGrid,63.883376,-149.267921,WGS84,6N,388626.748,7085998.124,NA,GIS,669.94,NA,shrubScrub,mam,20150101,20160628
HEAL_032,D1,distributed,mammalGrid,63.88338,-149.267718,WGS84,6N,388636.748,7085998.124,NA,GIS,670.03,NA,shrubScrub,mam,20150101,20160628
HEAL_032,E1,distributed,mammalGrid,63.883383,-149.267515,WGS84,6N,388646.748,7085998.124,NA,GIS,670.13,NA,shrubScrub,mam,20150101,20160628
HEAL_032,F1,distributed,mammalGrid,63.883386,-149.267311,WGS84,6N,388656.748,7085998.124,NA,GIS,670.22,NA,shrubScrub,mam,20150101,20160628
HEAL_032,G1,distributed,mammalGrid,63.883389,-149.267108,WGS84,6N,388666.748,7085998.124,NA,GIS,670.32,NA,shrubScrub,mam,20150101,20160628
HEAL_032,H1,distributed,mammalGrid,63.883392,-149.266904,WGS84,6N,388676.748,7085998.124,NA,GIS,670.28,NA,shrubScrub,mam,20150101,20160628
HEAL_032,I1,distributed,mammalGrid,63.883396,-149.266701,WGS84,6N,388686.748,7085998.124,NA,GIS,670.03,NA,shrubScrub,mam,20150101,20160628
HEAL_032,J1,distributed,mammalGrid,63.883399,-149.266497,WGS84,6N,388696.748,7085998.124,NA,GIS,669.78,NA,shrubScrub,mam,20150101,20160628
HEAL_032,A2,distributed,mammalGrid,63.88328,-149.268321,WGS84,6N,388606.748,7085988.124,NA,GIS,669.42,NA,shrubScrub,mam,20150101,20160628
HEAL_032,B2,distributed,mammalGrid,63.883284,-149.268118,WGS84,6N,388616.748,7085988.124,NA,GIS,669.71,NA,shrubScrub,mam,20150101,20160628
HEAL_032,C2,distributed,mammalGrid,63.883287,-149.267914,WGS84,6N,388626.748,7085988.124,NA,GIS,669.85,NA,shrubScrub,mam,20150101,20160628
HEAL_032,D2,distributed,mammalGrid,63.88329,-149.267711,WGS84,6N,388636.748,7085988.124,NA,GIS,669.99,NA,shrubScrub,mam,20150101,20160628
HEAL_032,E2,distributed,mammalGrid,63.883293,-149.267507,WGS84,6N,388646.748,7085988.124,NA,GIS,670.13,NA,shrubScrub,mam,20150101,20160628
HEAL_032,F2,distributed,mammalGrid,63.883296,-149.267304,WGS84,6N,388656.748,7085988.124,NA,GIS,670.28,NA,shrubScrub,mam,20150101,20160628
HEAL_032,G2,distributed,mammalGrid,63.8833,-149.2671,WGS84,6N,388666.748,7085988.124,NA,GIS,670.42,NA,shrubScrub,mam,20150101,20160628
HEAL_032,H2,distributed,mammalGrid,63.883303,-149.266897,WGS84,6N,388676.748,7085988.124,NA,GIS,670.42,NA,shrubScrub,mam,20150101,20160628
HEAL_032,I2,distributed,mammalGrid,63.883306,-149.266694,WGS84,6N,388686.748,7085988.124,NA,GIS,670.19,NA,shrubScrub,mam,20150101,20160628
HEAL_032,J2,distributed,mammalGrid,63.883309,-149.26649,WGS84,6N,388696.748,7085988.124,NA,GIS,669.95,NA,shrubScrub,mam,20150101,20160628
HEAL_032,A3,distributed,mammalGrid,63.883191,-149.268314,WGS84,6N,388606.748,7085978.124,NA,GIS,669.25,NA,shrubScrub,mam,20150101,20160628
HEAL_032,B3,distributed,mammalGrid,63.883194,-149.26811,WGS84,6N,388616.748,7085978.124,NA,GIS,669.57,NA,shrubScrub,mam,20150101,20160628
HEAL_032,C3,distributed,mammalGrid,63.883197,-149.267907,WGS84,6N,388626.748,7085978.124,NA,GIS,669.76,NA,shrubScrub,mam,20150101,20160628
HEAL_032,D3,distributed,mammalGrid,63.8832,-149.267703,WGS84,6N,388636.748,7085978.124,NA,GIS,669.95,NA,shrubScrub,mam,20150101,20160628
HEAL_032,E3,distributed,mammalGrid,63.883204,-149.2675,WGS84,6N,388646.748,7085978.124,NA,GIS,670.14,NA,shrubScrub,mam,20150101,20160628
HEAL_032,F3,distributed,mammalGrid,63.883207,-149.267297,WGS84,6N,388656.748,7085978.124,NA,GIS,670.33,NA,shrubScrub,mam,20150101,20160628
HEAL_032,G3,distributed,mammalGrid,63.88321,-149.267093,WGS84,6N,388666.748,7085978.124,NA,GIS,670.52,NA,shrubScrub,mam,20150101,20160628
