,Year,Plot,Biomass.g.m2,Species
668,2014,104,83.35,Liatris aspera
669,2014,104,16.43,Lupinus perennis
670,2014,104,0.58,Miscellaneous litter
671,2014,104,0.07,Panicum oligosanthes
672,2014,104,110.87,Petalostemum purpureum
673,2014,104,38.2,Poa pratensis
674,2014,104,67.7,Schizachyrium scoparium
675,2014,104,0.6,Solidago rigida
676,2014,104,2.63,Sorghastrum nutans
677,2014,107,44.83,Amorpha canescens
678,2014,107,35.52,Andropogon gerardi
679,2014,107,0.7,Bouteloua gracilis
680,2014,107,0.5,Cyperus sp.
681,2014,107,7.75,Koeleria cristata
682,2014,107,6.55,Lespedeza capitata
683,2014,107,14.22,Liatris aspera
684,2014,107,62.58,Lupinus perennis
685,2014,107,1.32,Miscellaneous litter
686,2014,107,6.02,Panicum virgatum
687,2014,107,38.63,Petalostemum purpureum
688,2014,107,29.97,Poa pratensis
689,2014,107,24.02,Schizachyrium scoparium
690,2014,107,9.8,Sorghastrum nutans
691,2014,108,0.57,Achillea millefolium(lanulosa)
692,2014,108,40.35,Amorpha canescens
693,2014,108,90.08,Andropogon gerardi
694,2014,108,0.31,Lespedeza capitata
695,2014,108,35.92,Liatris aspera
696,2014,108,17.97,Lupinus perennis
697,2014,108,9.43,Miscellaneous litter
698,2014,108,1.83,Monarda fistulosa
699,2014,108,0.05,Panicum oligosanthes
700,2014,108,11.18,Petalostemum purpureum
701,2014,108,54.23,Poa pratensis
702,2014,108,28.5,Schizachyrium scoparium
703,2014,108,17,Solidago rigida
704,2014,108,27.4,Sorghastrum nutans
705,2014,109,31.73,Andropogon gerardi
706,2014,109,0.06,Aristida basiramea
707,2014,109,0.06,Crepis tectorum
708,2014,109,0.26,Cyperus sp.
709,2014,109,1.02,Festuca sp.
710,2014,109,1.17,Koeleria cristata
711,2014,109,3.87,Miscellaneous litter
712,2014,109,2.07,Schizachyrium scoparium
713,2014,109,0.03,Silene antirrhina
714,2014,109,13.47,Sorghastrum nutans
715,2014,109,0.13,Sporobolus cryptandrus
716,2014,109,0.07,Taraxicum officinalis
717,2014,110,5.72,Andropogon gerardi
718,2014,110,0.16,Crepis tectorum
719,2014,110,0.88,Cyperus sp.
720,2014,110,0.67,Erigeron canadensis
721,2014,110,129.77,Lespedeza capitata
722,2014,110,24.35,Lupinus perennis
723,2014,110,11.1,Miscellaneous litter
724,2014,110,3.7,Panicum oligosanthes
725,2014,110,217.85,Panicum virgatum
726,2014,110,0.62,Poa pratensis
727,2014,110,0.83,Sorghastrum nutans
728,2014,110,0.16,Sporobolus cryptandrus
729,2014,111,34.35,Achillea millefolium(lanulosa)
730,2014,111,0.17,Agrostis scabra
731,2014,111,0.02,Aristida basiramea
732,2014,111,2.03,Bouteloua curtipendula
733,2014,111,0.13,Bouteloua gracilis
734,2014,111,5.43,Cyperus sp.
735,2014,111,0.04,Koeleria cristata
736,2014,111,33.82,Lespedeza capitata
737,2014,111,15.28,Miscellaneous litter
738,2014,111,0.17,Panicum oligosanthes
739,2014,111,0.7,Panicum virgatum
740,2014,111,58.2,Petalostemum villosum
741,2014,111,20.2,Poa pratensis
742,2014,111,0.45,Polygonum tenue
743,2014,111,90.35,Solidago rigida
744,2014,111,0.3,Sorghastrum nutans
745,2014,111,2.13,Sporobolus cryptandrus
746,2014,115,18.85,Andropogon gerardi
747,2014,115,0.01,Cyperus sp.
748,2014,115,27.02,Koeleria cristata
749,2014,115,3.62,Miscellaneous litter
750,2014,115,0.04,Schizachyrium scoparium
751,2014,115,0.1,Silene antirrhina
752,2014,115,33.62,Solidago rigida
753,2014,115,1.02,Sporobolus cryptandrus
754,2014,115,0.19,Trifolium repens
755,2014,117,14.03,Agropyron repens
756,2014,117,0.97,Aristida basiramea
757,2014,117,1.58,Asclepias tuberosa
758,2014,117,0.14,Crepis tectorum
759,2014,117,0.36,Cyperus sp.
760,2014,117,0.07,Euphorbia glyptosperma
761,2014,117,0.2,Lespedeza capitata
762,2014,117,98.6,Lupinus perennis
763,2014,117,11.98,Miscellaneous litter
764,2014,117,0.32,Mollugo verticillata
765,2014,117,0.85,Physalis virginiana
766,2014,117,0.04,Potentilla sp.
767,2014,117,0.35,Silene antirrhina
768,2014,117,0.29,Taraxicum officinalis
769,2014,118,0.22,Achillea millefolium(lanulosa)
770,2014,118,37.97,Andropogon gerardi
771,2014,118,0.4,Bouteloua gracilis
772,2014,118,0.19,Cyperus sp.
773,2014,118,30.03,Koeleria cristata
774,2014,118,0.83,Lupinus perennis
775,2014,118,4.87,Miscellaneous litter
776,2014,118,0.8,Panicum virgatum
777,2014,118,41.97,Petalostemum purpureum
778,2014,118,0.72,Schizachyrium scoparium
779,2014,118,9.83,Sorghastrum nutans
780,2014,125,4.8,Bouteloua gracilis
781,2014,125,2.73,Koeleria cristata
782,2014,125,117.17,Petalostemum purpureum
783,2014,125,5.75,Poa pratensis
784,2014,125,69.83,Schizachyrium scoparium
785,2014,125,0.03,Taraxicum officinalis
786,2014,129,0.2,Agropyron repens
787,2014,129,0.02,Crepis tectorum
788,2014,129,0.75,Cyperus sp.
789,2014,129,0.04,Lepidium densiflorum
790,2014,129,197.72,Liatris aspera
791,2014,129,1.87,Lupinus perennis
792,2014,129,13.97,Miscellaneous litter
793,2014,129,0.05,Polygonum tenue
794,2014,129,0.11,Silene antirrhina
795,2014,130,9.35,Achillea millefolium(lanulosa)
796,2014,130,0.19,Agropyron repens
797,2014,130,2.23,Agrostis scabra
798,2014,130,2.23,Andropogon gerardi
799,2014,130,8.37,Bouteloua gracilis
800,2014,130,1.33,Carex sp.
801,2014,130,0.1,Crepis tectorum
802,2014,130,0.14,Cyperus sp.
803,2014,130,16.9,Liatris aspera
804,2014,130,1.85,Miscellaneous litter
805,2014,130,17.57,Panicum virgatum
806,2014,130,229.33,Petalostemum purpureum
807,2014,130,21.9,Poa pratensis
808,2014,130,2.98,Rumex acetosella
809,2014,130,17.4,Schizachyrium scoparium
810,2014,130,0.42,Sorghastrum nutans
811,2014,130,2.17,Sporobolus cryptandrus
812,2014,133,1.5,Artemisia (caudata) campestris
813,2014,133,6.28,Bouteloua gracilis
814,2014,133,0.06,Crepis tectorum
815,2014,133,26.82,Lespedeza capitata
816,2014,133,1.05,Miscellaneous litter
817,2014,133,22.42,Petalostemum candidum
818,2014,133,43.98,Petalostemum villosum
819,2014,133,9.68,Poa pratensis
820,2014,133,46.83,Schizachyrium scoparium
821,2014,133,58.87,Solidago rigida
822,2014,133,0.13,Sporobolus cryptandrus
823,2014,133,0.02,Taraxicum officinalis
824,2014,135,0.37,Agrostis scabra
825,2014,135,1.05,Bouteloua gracilis
826,2014,135,0.37,Cyperus sp.
827,2014,135,0.01,Erigeron canadensis
828,2014,135,38.05,Schizachyrium scoparium
829,2014,135,0.08,Silene antirrhina
830,2014,136,2.17,Achillea millefolium(lanulosa)
831,2014,136,69.17,Andropogon gerardi
832,2014,136,0.09,Asclepias tuberosa
833,2014,136,13.5,Lespedeza capitata
834,2014,136,0.12,Linaria vulgaris
835,2014,136,5.33,Lupinus perennis
836,2014,136,2.17,Monarda fistulosa
837,2014,136,0.15,Panicum oligosanthes
838,2014,136,38.83,Petalostemum purpureum
839,2014,136,25.67,Poa pratensis
840,2014,136,0.02,Polygonum convolvulus
841,2014,136,21.33,Schizachyrium scoparium
842,2014,136,53,Solidago rigida
843,2014,136,5,Sorghastrum nutans
844,2014,137,41.35,Amorpha canescens
845,2014,137,0.48,Achillea millefolium(lanulosa)
846,2014,137,3.8,Agropyron repens
847,2014,137,0.05,Agrostis scabra
848,2014,137,0.04,Ambrosia artemisiifolia elatior
849,2014,137,283.62,Amorpha canescens
850,2014,137,0.03,Aristida basiramea
851,2014,137,0.77,Asclepias syriaca
852,2014,137,0.17,Crepis tectorum
853,2014,137,0.03,Cyperus sp.
854,2014,137,1.3,Linaria vulgaris
855,2014,137,2.32,Lupinus perennis
856,2014,137,8.05,Lychnis alba
857,2014,137,13.43,Miscellaneous litter
858,2014,137,0.12,Physalis virginiana
859,2014,137,3.08,Rumex acetosella
860,2014,137,0.05,Silene antirrhina
861,2014,137,0.04,Taraxicum officinalis
862,2014,138,5.62,Achillea millefolium(lanulosa)
863,2014,138,2.58,Agropyron repens
864,2014,138,1.28,Andropogon gerardi
865,2014,138,0.16,Aristida basiramea
866,2014,138,1.17,Bouteloua gracilis
867,2014,138,0.85,Cyperus sp.
868,2014,138,63.72,Koeleria cristata
869,2014,138,137.43,Liatris aspera
870,2014,138,26.13,Miscellaneous litter
871,2014,138,0.3,Petalostemum candidum
872,2014,138,2.48,Poa pratensis
873,2014,138,0.05,Rumex acetosella
874,2014,138,2.25,Schizachyrium scoparium
875,2014,138,0.02,Silene antirrhina
876,2014,138,11.13,Sorghastrum nutans
877,2014,138,0.08,Sporobolus cryptandrus
878,2014,138,0.16,Taraxicum officinalis
879,2014,138,0.01,Trifolium repens
880,2014,139,6.15,Agropyron repens
881,2014,139,0.53,Cyperus sp.
882,2014,139,5.67,Koeleria cristata
883,2014,139,14.98,Leptoloma cognatum
884,2014,139,160.6,Lespedeza capitata
885,2014,139,1.37,Miscellaneous litter
886,2014,139,0.53,Panicum oligosanthes
887,2014,139,45.48,Poa pratensis
888,2014,139,0.2,Schizachyrium scoparium
889,2014,139,33.7,Sorghastrum nutans
890,2014,139,0.25,Taraxicum officinalis
891,2014,142,21.78,Aristida basiramea
892,2014,142,5.28,Bouteloua gracilis
893,2014,142,0.23,Crepis tectorum
894,2014,142,0.82,Cyperus sp.
895,2014,142,0.1,Digitaria sp.
896,2014,142,1.93,Equisetum laevigatum
897,2014,142,0.14,Euphorbia glyptosperma
898,2014,142,80.68,Koeleria cristata
899,2014,142,0.01,Mollugo verticillata
900,2014,142,0.24,Physalis virginiana
901,2014,142,0.07,Taraxicum officinalis
902,2014,146,102.63,Andropogon gerardi
903,2014,146,0.53,Bouteloua gracilis
904,2014,146,0.09,Cyperus sp.
905,2014,146,0.48,Eragrostis spectabilis
906,2014,146,2.57,Koeleria cristata
907,2014,146,38.92,Lespedeza capitata
908,2014,146,0.19,Lupinus perennis
909,2014,146,1.57,Panicum virgatum
910,2014,146,7.13,Poa pratensis
911,2014,146,1.1,Schizachyrium scoparium
912,2014,146,24.97,Solidago rigida
913,2014,146,43.48,Sorghastrum nutans
914,2014,149,0.08,Agrostis scabra
915,2014,149,0.83,Andropogon gerardi
916,2014,149,0.14,Crepis tectorum
917,2014,149,0.63,Cyperus sp.
918,2014,149,1.28,Koeleria cristata
919,2014,149,1.52,Lespedeza capitata
920,2014,149,2.53,Miscellaneous litter
921,2014,149,1.08,Panicum virgatum
922,2014,149,16.5,Petalostemum candidum
923,2014,149,1.82,Petalostemum purpureum
924,2014,149,44.62,Petalostemum villosum
925,2014,149,16.67,Poa pratensis
926,2014,149,2.48,Schizachyrium scoparium
927,2014,149,24.7,Solidago rigida
928,2014,149,70,Sorghastrum nutans
929,2014,149,0.26,Sporobolus cryptandrus
930,2014,149,0.02,Taraxicum officinalis
931,2014,156,2.55,Achillea millefolium(lanulosa)
932,2014,156,69.87,Amorpha canescens
933,2014,156,9.35,Andropogon gerardi
934,2014,156,0.14,Bouteloua gracilis
935,2014,156,1.62,Cyperus sp.
936,2014,156,19,Koeleria cristata
937,2014,156,39.55,Lespedeza capitata
938,2014,156,12.15,Liatris aspera
939,2014,156,25.03,Miscellaneous litter
940,2014,156,0.62,Oxybaphus hirsutus
941,2014,156,84.08,Petalostemum purpureum
942,2014,156,9.2,Poa pratensis
943,2014,156,18.93,Schizachyrium scoparium
944,2014,156,10.15,Solidago nemoralis
945,2014,156,17.53,Sorghastrum nutans
946,2014,157,18.17,Aristida basiramea
947,2014,157,0.09,Bouteloua gracilis
948,2014,157,0.02,Crepis tectorum
949,2014,157,0.88,Cyperus sp.
950,2014,157,0.33,Digitaria sp.
951,2014,157,47.27,Koeleria cristata
952,2014,157,0.82,Sorghastrum nutans
953,2014,160,2.32,Achillea millefolium(lanulosa)
954,2014,160,1.88,Amorpha canescens
955,2014,160,12.27,Andropogon gerardi
956,2014,160,0.22,Bouteloua gracilis
957,2014,160,9.77,Koeleria cristata
958,2014,160,13.37,Lespedeza capitata
959,2014,160,9.67,Liatris aspera
960,2014,160,53.05,Lupinus perennis
961,2014,160,1.53,Miscellaneous litter
962,2014,160,20.1,Panicum virgatum
963,2014,160,15.57,Petalostemum purpureum
964,2014,160,31.82,Poa pratensis
965,2014,160,26.48,Schizachyrium scoparium
966,2014,160,19.35,Solidago rigida
967,2014,160,11.65,Sorghastrum nutans
968,2014,163,0.47,Agrostis scabra
969,2014,163,1.15,Andropogon gerardi
970,2014,163,0.82,Aristida basiramea
971,2014,163,3.95,Bouteloua curtipendula
972,2014,163,0.22,Cyperus sp.
973,2014,163,0.37,Digitaria sp.
974,2014,163,1.65,Koeleria cristata
975,2014,163,0.72,Poa pratensis
976,2014,163,0.06,Solidago rigida
977,2014,163,33.38,Sorghastrum nutans
978,2014,163,0.85,Sporobolus cryptandrus
979,2014,164,32.68,Amorpha canescens
980,2014,164,36.38,Andropogon gerardi
981,2014,164,5.42,Bouteloua gracilis
982,2014,164,2.58,Carex sp.
983,2014,164,51.72,Koeleria cristata
984,2014,164,28.43,Lespedeza capitata
985,2014,164,2.97,Liatris aspera
986,2014,164,8.55,Miscellaneous litter
987,2014,164,0.43,Panicum oligosanthes
988,2014,164,131.48,Petalostemum purpureum
989,2014,164,14.93,Poa pratensis
990,2014,164,0.02,Polygonum convolvulus
991,2014,164,20.07,Schizachyrium scoparium
992,2014,164,15.58,Solidago rigida
993,2014,164,2.48,Sorghastrum nutans
994,2014,165,0.31,Agrostis scabra
995,2014,165,1.03,Andropogon gerardi
996,2014,165,0.12,Asclepias tuberosa
997,2014,165,1.12,Cyperus sp.
998,2014,165,2.83,Koeleria cristata
999,2014,165,0.12,Lupinus perennis
1000,2014,165,0.57,Panicum virgatum
1001,2014,165,0.22,Poa pratensis
1002,2014,165,0.43,Rumex acetosella
1003,2014,165,0.35,Schizachyrium scoparium
1004,2014,165,62.77,Sorghastrum nutans
1005,2014,165,0.01,Taraxicum officinalis
1006,2014,167,0.08,Agropyron repens
1007,2014,167,0.01,Aristida basiramea
1008,2014,167,0.87,Cyperus sp.
1009,2014,167,0.02,Digitaria sp.
1010,2014,167,0.04,Erigeron canadensis
1011,2014,167,0.02,Koeleria cristata
1012,2014,167,0.07,Lespedeza capitata
1013,2014,167,210.95,Liatris aspera
1014,2014,167,0.02,Miscellaneous forb
1015,2014,167,3.83,Miscellaneous litter
1016,2014,167,0.47,Panicum oligosanthes
1017,2014,167,0.02,Poa pratensis
1018,2014,167,0.1,Polygonum tenue
1019,2014,167,1.45,Rumex acetosella
1020,2014,167,0.1,Sporobolus cryptandrus
1021,2014,167,0.26,Taraxicum officinalis
1022,2014,168,36.78,Andropogon gerardi
1023,2014,168,0.16,Cyperus sp.
1024,2014,168,24.7,Koeleria cristata
1025,2014,168,0.03,Miscellaneous litter
1026,2014,168,0.43,Schizachyrium scoparium
1027,2014,168,16.77,Sorghastrum nutans
1028,2014,169,5.78,Achillea millefolium(lanulosa)
1029,2014,169,180.38,Andropogon gerardi
1030,2014,169,0.05,Bouteloua curtipendula
1031,2014,169,0.31,Cyperus sp.
1032,2014,169,42.23,Lespedeza capitata
1033,2014,169,33.53,Liatris aspera
1034,2014,169,7.17,Lupinus perennis
1035,2014,169,0.01,Panicum oligosanthes
1036,2014,169,69.58,Petalostemum purpureum
1037,2014,169,17.72,Poa pratensis
1038,2014,169,2.53,Schizachyrium scoparium
1039,2014,169,24.45,Sorghastrum nutans
1040,2014,170,5.32,Achillea millefolium(lanulosa)
1041,2014,170,3.88,Agropyron repens
1042,2014,170,0.02,Agrostis scabra
1043,2014,170,0.37,Aristida basiramea
1044,2014,170,0.43,Asclepias tuberosa
1045,2014,170,7.65,Bouteloua curtipendula
1046,2014,170,3.63,Bouteloua gracilis
1047,2014,170,0.67,Chenopodium leptophyllum
1048,2014,170,1.87,Crepis tectorum
1049,2014,170,7.97,Cyperus sp.
1050,2014,170,18.88,Koeleria cristata
1051,2014,170,0.42,Lespedeza capitata
1052,2014,170,10.75,Miscellaneous litter
1053,2014,170,1.43,Panicum virgatum
1054,2014,170,12.25,Petalostemum candidum
1055,2014,170,76.4,Petalostemum purpureum
1056,2014,170,35.78,Petalostemum villosum
1057,2014,170,0.1,Poa pratensis
1058,2014,170,0.27,Polygonum convolvulus
1059,2014,170,0.58,Polygonum tenue
1060,2014,170,0.8,Silene antirrhina
1061,2014,170,26.4,Solidago rigida
1062,2014,170,2.53,Sporobolus cryptandrus
1063,2014,171,54.32,Agropyron repens
1064,2014,171,1.5,Bouteloua gracilis
1065,2014,171,0.04,Carex sp.
1066,2014,171,0.21,Crepis tectorum
1067,2014,171,0.01,Cyperus sp.
1068,2014,171,0.7,Eragrostis spectabilis
1069,2014,171,0.73,Euphorbia glyptosperma
1070,2014,171,14.17,Koeleria cristata
1071,2014,171,108.17,Lupinus perennis
1072,2014,171,0.37,Panicum oligosanthes
1073,2014,171,10.88,Poa pratensis
1074,2014,171,0.53,Polygonum convolvulus
1075,2014,171,0.15,Silene antirrhina
1076,2014,171,0.04,Sisyrinchium campestre
1077,2014,171,4.12,Sporobolus cryptandrus
1078,2014,171,0.92,Taraxicum officinalis
1079,2014,174,2.65,Amorpha canescens
1080,2014,174,3.83,Andropogon gerardi
1081,2014,174,13.48,Asclepias tuberosa
1082,2014,174,0.05,Cyperus sp.
1083,2014,174,12.1,Lespedeza capitata
1084,2014,174,19.2,Liatris aspera
1085,2014,174,13.53,Lupinus perennis
1086,2014,174,2.77,Miscellaneous litter
1087,2014,174,0.01,Panicum oligosanthes
1088,2014,174,3.73,Panicum virgatum
1089,2014,174,0.58,Petalostemum candidum
1090,2014,174,103.5,Petalostemum purpureum
1091,2014,174,35.27,Poa pratensis
1092,2014,174,53.07,Schizachyrium scoparium
1093,2014,174,18.12,Solidago rigida
1094,2014,174,41.4,Sorghastrum nutans
1095,2014,174,0.7,Taraxicum officinalis
1096,2014,175,35.47,Andropogon gerardi
1097,2014,175,0.05,Bouteloua gracilis
1098,2014,175,2.6,Carex sp.
1099,2014,175,90.47,Lupinus perennis
1100,2014,175,1.02,Miscellaneous litter
1101,2014,175,70.6,Poa pratensis
1102,2014,175,0.3,Solidago rigida
1103,2014,175,59.02,Sorghastrum nutans
1104,2014,175,0.8,Taraxicum officinalis
1105,2014,176,1.28,Cyperus sp.
1106,2014,176,1.48,Koeleria cristata
1107,2014,176,101.12,Liatris aspera
1108,2014,176,1.87,Miscellaneous litter
1109,2014,176,18.67,Panicum virgatum
1110,2014,176,0.02,Physalis virginiana
1111,2014,176,0.75,Poa pratensis
1112,2014,176,2.73,Sorghastrum nutans
1113,2014,176,0.01,Taraxicum officinalis
1114,2014,177,46.18,Andropogon gerardi
1115,2014,177,2.25,Bouteloua gracilis
1116,2014,177,0.85,Cyperus sp.
1117,2014,177,30.78,Koeleria cristata
1118,2014,177,11.93,Liatris aspera
1119,2014,177,122.42,Petalostemum candidum
1120,2014,177,11.05,Petalostemum villosum
1121,2014,177,21.5,Poa pratensis
1122,2014,177,67.18,Schizachyrium scoparium
1123,2014,177,13.02,Sorghastrum nutans
1124,2014,178,2.87,Achillea millefolium(lanulosa)
1125,2014,178,0.09,Agrostis scabra
1126,2014,178,0.16,Cyperus sp.
1127,2014,178,2.57,Koeleria cristata
1128,2014,178,1.45,Liatris aspera
1129,2014,178,0.08,Lupinus perennis
1130,2014,178,2.73,Miscellaneous litter
1131,2014,178,0.67,Monarda fistulosa
1132,2014,178,1.33,Oxybaphus hirsutus
1133,2014,178,5.52,Panicum virgatum
1134,2014,178,8.73,Poa pratensis
1135,2014,178,0.09,Rumex acetosella
1136,2014,178,57.72,Schizachyrium scoparium
1137,2014,178,145.62,Solidago rigida
1138,2014,178,3.65,Sorghastrum nutans
1139,2014,185,11.05,Agropyron repens
1140,2014,185,4,Aristida basiramea
1141,2014,185,3.15,Crepis tectorum
1142,2014,185,7.68,Cyperus sp.
1143,2014,185,0.58,Erigeron canadensis
1144,2014,185,0.06,Euphorbia glyptosperma
1145,2014,185,0.1,Hedeoma hispida
1146,2014,185,0.03,Lepidium densiflorum
1147,2014,185,39.38,Miscellaneous litter
1148,2014,185,0.5,Mollugo verticillata
1149,2014,185,85.73,Petalostemum purpureum
1150,2014,185,0.23,Polygonum tenue
1151,2014,186,5.47,Achillea millefolium(lanulosa)
1152,2014,186,9.35,Amorpha canescens
1153,2014,186,57.07,Andropogon gerardi
1154,2014,186,10.47,Asclepias tuberosa
1155,2014,186,0.85,Bouteloua gracilis
1156,2014,186,8.28,Lespedeza capitata
1157,2014,186,0.02,Linaria vulgaris
1158,2014,186,69.77,Lupinus perennis
1159,2014,186,0.92,Miscellaneous litter
1160,2014,186,0.01,Panicum perlongum
1161,2014,186,3.17,Panicum virgatum
1162,2014,186,25.83,Petalostemum purpureum
1163,2014,186,71.5,Poa pratensis
1164,2014,186,30.35,Schizachyrium scoparium
1165,2014,186,0.23,Sisyrinchium campestre
1166,2014,186,33.88,Sorghastrum nutans
1167,2014,190,1.62,Agropyron repens
1168,2014,190,0.06,Agrostis scabra
1169,2014,190,0.2,Aristida basiramea
1170,2014,190,0.04,Crepis tectorum
1171,2014,190,1.3,Cyperus sp.
1172,2014,190,28.85,Lespedeza capitata
1173,2014,190,284.85,Liatris aspera
1174,2014,190,10.28,Miscellaneous litter
1175,2014,190,1.3,Petalostemum purpureum
1176,2014,190,0.09,Poa pratensis
1177,2014,193,104.48,Andropogon gerardi
1178,2014,193,85.22,Lupinus perennis
1179,2014,193,54.48,Poa pratensis
1180,2014,193,0.2,Taraxicum officinalis
1181,2014,197,0.58,Aristida basiramea
1182,2014,197,0.03,Bouteloua gracilis
1183,2014,197,0.48,Cyperus sp.
1184,2014,197,1.63,Koeleria cristata
1185,2014,197,0.87,Poa pratensis
1186,2014,197,0.24,Solidago rigida
1187,2014,197,23.23,Sorghastrum nutans
1188,2014,197,0.06,Sporobolus cryptandrus
1189,2014,199,0.07,Achillea millefolium(lanulosa)
1190,2014,199,0.35,Agropyron repens
1191,2014,199,0.97,Andropogon gerardi
1192,2014,199,0.1,Artemisia ludoviciana
1193,2014,199,0.73,Bouteloua gracilis
1194,2014,199,106.12,Lupinus perennis
1195,2014,199,2.15,Miscellaneous litter
1196,2014,199,0.83,Panicum oligosanthes
1197,2014,199,0.04,Petalostemum purpureum
1198,2014,199,87.05,Poa pratensis
1199,2014,199,87.87,Schizachyrium scoparium
1200,2014,199,4.15,Sorghastrum nutans
1201,2014,199,0.42,Taraxicum officinalis
1202,2014,201,6.12,Andropogon gerardi
1203,2014,201,0.14,Asclepias tuberosa
1204,2014,201,0.15,Bouteloua curtipendula
1205,2014,201,0.78,Bouteloua gracilis
1206,2014,201,0.27,Coreopsis palmata
1207,2014,201,0.65,Cyperus sp.
1208,2014,201,18.67,Lespedeza capitata
1209,2014,201,1.08,Lychnis alba
1210,2014,201,5.7,Miscellaneous litter
1211,2014,201,0.26,Oxybaphus hirsutus
1212,2014,201,1.93,Panicum oligosanthes
1213,2014,201,285.22,Petalostemum purpureum
1214,2014,201,13.75,Poa pratensis
1215,2014,201,6.67,Schizachyrium scoparium
1216,2014,201,0.12,Silene antirrhina
1217,2014,201,78.87,Sorghastrum nutans
1218,2014,201,0.07,Sporobolus cryptandrus
1219,2014,201,1.6,Taraxicum officinalis
1220,2014,202,0.4,Achillea millefolium(lanulosa)
1221,2014,202,35.23,Amorpha canescens
1222,2014,202,126.67,Andropogon gerardi
1223,2014,202,0.03,Cyperus sp.
1224,2014,202,7.38,Lespedeza capitata
1225,2014,202,37,Lupinus perennis
1226,2014,202,0.19,Miscellaneous litter
1227,2014,202,1.47,Monarda fistulosa
1228,2014,202,0.03,Panicum oligosanthes
1229,2014,202,5.25,Panicum virgatum
1230,2014,202,58.88,Petalostemum purpureum
1231,2014,202,47.72,Poa pratensis
1232,2014,202,3.35,Schizachyrium scoparium
1233,2014,202,20.87,Solidago rigida
1234,2014,202,43.02,Sorghastrum nutans
1235,2014,205,0.13,Agropyron repens
1236,2014,205,0.18,Aristida basiramea
1237,2014,205,3.58,Bouteloua gracilis
1238,2014,205,6.23,Crepis tectorum
1239,2014,205,4.62,Cyperus sp.
1240,2014,205,0.02,Lepidium densiflorum
1241,2014,205,26.65,Miscellaneous litter
1242,2014,205,207.53,Petalostemum purpureum
1243,2014,205,0.07,Poa pratensis
1244,2014,205,2.73,Silene antirrhina
1245,2014,205,0.07,Taraxicum officinalis
1246,2014,206,109.67,Andropogon gerardi
1247,2014,206,11.72,Lespedeza capitata
1248,2014,206,2.72,Linaria vulgaris
1249,2014,206,60.48,Lupinus perennis
1250,2014,206,39.08,Poa pratensis
1251,2014,206,2.25,Schizachyrium scoparium
1252,2014,206,82.82,Solidago rigida
1253,2014,206,0.95,Sorghastrum nutans
1254,2014,206,0.24,Taraxicum officinalis
1255,2014,208,12.48,Agropyron repens
1256,2014,208,0.42,Asclepias tuberosa
1257,2014,208,0.19,Cyperus sp.
1258,2014,208,3.9,Koeleria cristata
1259,2014,208,31.28,Lespedeza capitata
1260,2014,208,56.87,Lupinus perennis
1261,2014,208,0.53,Miscellaneous litter
1262,2014,208,0.65,Panicum oligosanthes
1263,2014,208,75.88,Panicum virgatum
1264,2014,208,1.2,Physalis virginiana
1265,2014,208,56.25,Poa pratensis
1266,2014,208,67.8,Schizachyrium scoparium
1267,2014,208,5.12,Sorghastrum nutans
1268,2014,208,0.57,Taraxicum officinalis
1269,2014,210,95,Lespedeza capitata
1270,2014,210,0.34,Liatris aspera
1271,2014,210,10.48,Linaria vulgaris
1272,2014,210,15.07,Lupinus perennis
1273,2014,210,0.06,Miscellaneous litter
1274,2014,210,0.62,Panicum oligosanthes
1275,2014,210,42,Poa pratensis
1276,2014,210,112.28,Schizachyrium scoparium
1277,2014,210,0.77,Sorghastrum nutans
1278,2014,210,0.4,Taraxicum officinalis
1279,2014,211,0.67,Agropyron repens
1280,2014,211,0.52,Aristida basiramea
1281,2014,211,0.53,Crepis tectorum
1282,2014,211,1.68,Cyperus sp.
1283,2014,211,0.01,Lepidium densiflorum
1284,2014,211,1.27,Lespedeza capitata
1285,2014,211,1.93,Linaria vulgaris
1286,2014,211,76.07,Miscellaneous litter
1287,2014,211,0.2,Mollugo verticillata
1288,2014,211,3.75,Monarda fistulosa
1289,2014,211,1.93,Petalostemum candidum
1290,2014,211,148.1,Petalostemum villosum
1291,2014,211,0.58,Polygonum tenue
1292,2014,211,0.13,Silene antirrhina
1293,2014,211,179.92,Solidago rigida
1294,2014,211,0.05,Sorghastrum nutans
1295,2014,213,0.13,Agrostis scabra
1296,2014,213,61.53,Andropogon gerardi
1297,2014,213,0.57,Bouteloua gracilis
1298,2014,213,33.92,Koeleria cristata
1299,2014,213,18.18,Lespedeza capitata
1300,2014,213,2.03,Miscellaneous litter
1301,2014,213,43.67,Petalostemum candidum
1302,2014,213,3.35,Petalostemum purpureum
1303,2014,213,24.5,Petalostemum villosum
1304,2014,213,1.38,Poa pratensis
1305,2014,213,8.7,Schizachyrium scoparium
1306,2014,220,0.04,Achillea millefolium(lanulosa)
1307,2014,220,23.28,Amorpha canescens
1308,2014,220,48.57,Andropogon gerardi
1309,2014,220,0.2,Bouteloua gracilis
1310,2014,220,0.15,Crepis tectorum
1311,2014,220,0.92,Cyperus sp.
1312,2014,220,1.13,Eragrostis spectabilis
1313,2014,220,0.43,Koeleria cristata
1314,2014,220,48.62,Lespedeza capitata
1315,2014,220,39.32,Lupinus perennis
1316,2014,220,17.77,Miscellaneous litter
1317,2014,220,8.4,Petalostemum purpureum
1318,2014,220,51.3,Poa pratensis
